Winner,SecondD,B365W,Tournament,Round
Tursunov D.,24/06/08,1.72,Wimbledon,1st Round
Tursunov D.,26/06/08,1.11,Wimbledon,2nd Round
Tursunov D.,28/05/08,1.44,French Open,1st Round
Tursunov D.,29/05/08,1.9,French Open,2nd Round
Tursunov D.,15/01/08,1.5,Australian Open,1st Round
Tursunov D.,22/06/11,1.33,Wimbledon,1st Round
Tursunov D.,29/05/12,3.5,French Open,1st Round
Tursunov D.,26/08/13,1.18,US Open,1st Round
Tursunov D.,29/08/13,1.28,US Open,2nd Round
Tursunov D.,28/05/13,4.5,French Open,1st Round
Tursunov D.,25/05/14,1.44,French Open,1st Round
Tursunov D.,28/05/14,1.5,French Open,2nd Round
Tursunov D.,13/01/14,1.11,Australian Open,1st Round
Ulihrach B.,25/08/03,2,US Open,1st Round
Ulihrach B.,19/01/04,1.571,Australian Open,1st Round
Ulihrach B.,17/01/05,2.62,Australian Open,1st Round
Ulihrach B.,29/05/07,2.1,French Open,1st Round
van Lottum J.,26/08/03,1.833,US Open,1st Round
van Lottum J.,26/05/03,2.2,French Open,1st Round
Verdasco F.,25/08/03,4,US Open,1st Round
Verdasco F.,28/08/03,1.444,US Open,2nd Round
Verdasco F.,30/08/04,2.1,US Open,1st Round
Verdasco F.,21/06/04,1.333,Wimbledon,1st Round
Verdasco F.,24/05/04,1.071,French Open,1st Round
Verdasco F.,2/9/2005,1.08,US Open,2nd Round
Verdasco F.,4/9/2005,1.39,US Open,3rd Round
Verdasco F.,30/08/05,1.72,US Open,1st Round
Verdasco F.,20/06/05,2.62,Wimbledon,1st Round
Verdasco F.,18/01/05,1.5,Australian Open,1st Round
Verdasco F.,30/08/06,1.5,US Open,1st Round
Verdasco F.,31/08/06,1.12,US Open,2nd Round
Verdasco F.,27/06/06,1.44,Wimbledon,1st Round
Verdasco F.,28/06/06,1.28,Wimbledon,2nd Round
Verdasco F.,30/06/06,7,Wimbledon,3rd Round
Verdasco F.,30/05/06,1.66,French Open,1st Round
Verdasco F.,17/01/06,1.28,Australian Open,1st Round
Verdasco F.,27/08/07,2.25,US Open,1st Round
Verdasco F.,30/08/07,1.53,US Open,2nd Round
Verdasco F.,26/06/07,1.36,Wimbledon,1st Round
Verdasco F.,27/06/07,1.33,Wimbledon,2nd Round
Verdasco F.,2/6/2007,4.5,French Open,3rd Round
Verdasco F.,29/05/07,1.25,French Open,1st Round
Verdasco F.,31/05/07,1.36,French Open,2nd Round
Verdasco F.,16/01/07,1.72,Australian Open,1st Round
Verdasco F.,26/08/08,1.12,US Open,1st Round
Verdasco F.,29/08/08,1.05,US Open,2nd Round
Verdasco F.,23/06/08,2.1,Wimbledon,1st Round
Verdasco F.,25/06/08,1.12,Wimbledon,2nd Round
Verdasco F.,27/06/08,2,Wimbledon,3rd Round
Verdasco F.,26/05/08,1.14,French Open,1st Round
Verdasco F.,29/05/08,1.5,French Open,2nd Round
Verdasco F.,30/05/08,1.66,French Open,3rd Round
Verdasco F.,15/01/08,1.11,Australian Open,1st Round
Verdasco F.,1/9/2009,1.05,US Open,1st Round
Verdasco F.,3/9/2009,1.05,US Open,2nd Round
Verdasco F.,5/9/2009,1.44,US Open,3rd Round
Verdasco F.,7/9/2009,1.38,US Open,4th Round
Verdasco F.,22/06/09,1.03,Wimbledon,1st Round
Verdasco F.,24/06/09,1.1,Wimbledon,2nd Round
Verdasco F.,26/06/09,1.06,Wimbledon,3rd Round
Verdasco F.,24/05/09,1.03,French Open,1st Round
Verdasco F.,27/05/09,1.005,French Open,2nd Round
Verdasco F.,29/05/09,1.1,French Open,3rd Round
Verdasco F.,20/01/09,1.06,Australian Open,1st Round
Verdasco F.,22/01/09,1.12,Australian Open,2nd Round
Verdasco F.,24/01/09,1.5,Australian Open,3rd Round
Verdasco F.,26/01/09,6.5,Australian Open,4th Round
Verdasco F.,28/01/09,2.62,Australian Open,Quarterfinals
Verdasco F.,3/9/2010,1.11,US Open,2nd Round
Verdasco F.,5/9/2010,2.62,US Open,3rd Round
Verdasco F.,7/9/2010,1.66,US Open,4th Round
Verdasco F.,31/08/10,1.1,US Open,1st Round
Verdasco F.,25/05/10,1.02,French Open,1st Round
Verdasco F.,28/05/10,1.06,French Open,2nd Round
Verdasco F.,29/05/10,1.22,French Open,3rd Round
Verdasco F.,19/01/10,1.03,Australian Open,1st Round
Verdasco F.,21/01/10,1.02,Australian Open,2nd Round
Verdasco F.,23/01/10,1.03,Australian Open,3rd Round
Verdasco F.,1/9/2011,1.14,US Open,2nd Round
Verdasco F.,30/08/11,1.2,US Open,1st Round
Verdasco F.,21/06/11,1.53,Wimbledon,1st Round
Verdasco F.,24/05/11,1.44,French Open,1st Round
Verdasco F.,26/05/11,1.14,French Open,2nd Round
Verdasco F.,17/01/11,1.11,Australian Open,1st Round
Verdasco F.,19/01/11,1.44,Australian Open,2nd Round
Verdasco F.,21/01/11,1.4,Australian Open,3rd Round
Verdasco F.,27/08/12,1.08,US Open,1st Round
Verdasco F.,30/08/12,1.2,US Open,2nd Round
Verdasco F.,25/06/12,1.1,Wimbledon,1st Round
Verdasco F.,28/06/12,1.16,Wimbledon,2nd Round
Verdasco F.,27/05/12,1.06,French Open,1st Round
Verdasco F.,30/05/12,1.05,French Open,2nd Round
Verdasco F.,1/7/2013,1.18,Wimbledon,4th Round
Verdasco F.,24/06/13,1.9,Wimbledon,1st Round
Verdasco F.,26/06/13,1.72,Wimbledon,2nd Round
Verdasco F.,29/06/13,2.25,Wimbledon,3rd Round
Verdasco F.,28/05/13,1.12,French Open,1st Round
Verdasco F.,14/01/13,1.61,Australian Open,1st Round
Verdasco F.,16/01/13,1.57,Australian Open,2nd Round
Verdasco F.,25/08/14,1.18,US Open,1st Round
Verdasco F.,1/6/2014,2.1,French Open,3rd Round
Verdasco F.,27/05/14,1.25,French Open,1st Round
Verdasco F.,29/05/14,1.33,French Open,2nd Round
Verdasco F.,14/01/14,1.1,Australian Open,1st Round
Verdasco F.,31/08/15,1.33,US Open,1st Round
Verdasco F.,1/7/2015,1.53,Wimbledon,2nd Round
Verdasco F.,29/06/15,1.28,Wimbledon,1st Round
Verdasco F.,25/05/15,1.12,French Open,1st Round
Verdasco F.,20/01/15,1.18,Australian Open,1st Round
Verdasco F.,22/01/15,1.16,Australian Open,2nd Round
Verdasco F.,23/05/16,1.3,French Open,1st Round
Verdasco F.,25/05/16,1.22,French Open,2nd Round
Verdasco F.,19/01/16,8,Australian Open,1st Round
Verdasco F.,30/08/17,1.3,US Open,1st Round
Verdasco F.,1/6/2017,1.3,French Open,2nd Round
Verdasco F.,3/6/2017,2.62,French Open,3rd Round
Verdasco F.,30/05/17,5,French Open,1st Round
Verdasco F.,27/08/2018,1.53,US Open,1st Round
Verdasco F.,29/08/2018,2.3,US Open,2nd Round
Verdasco F.,1/6/2018,2.2,French Open,3rd Round
Verdasco F.,27/05/18,1.25,French Open,1st Round
Verdasco F.,30/05/18,1.8,French Open,2nd Round
Verdasco F.,16/01/18,2.75,Australian Open,1st Round
Verdasco F.,27/08/2019,1.28,US Open,1st Round
Verdasco F.,1/7/2019,2,Wimbledon,1st Round
Verdasco F.,3/7/2019,2.37,Wimbledon,2nd Round
Verdasco F.,5/7/2019,1.57,Wimbledon,3rd Round
Verdasco F.,28/05/2019,1.22,French Open,1st Round
Verdasco F.,14/01/2019,1.5,Australian Open,1st Round
Verdasco F.,16/01/2019,1.2,Australian Open,2nd Round
Verkerk M.,25/08/03,1.533,US Open,1st Round
Verkerk M.,1/6/2003,2.375,French Open,4th Round
Verkerk M.,3/6/2003,3.75,French Open,Quarterfinals
Verkerk M.,6/6/2003,3.25,French Open,Semifinals
Verkerk M.,26/05/03,1.364,French Open,1st Round
Verkerk M.,28/05/03,1.615,French Open,2nd Round
Verkerk M.,30/05/03,1.571,French Open,3rd Round
Verkerk M.,22/06/04,1.364,Wimbledon,1st Round
Verkerk M.,25/05/04,1.143,French Open,1st Round
Verkerk M.,27/05/04,1.571,French Open,2nd Round
Vinciguerra A.,25/08/03,1.833,US Open,1st Round
Vinciguerra A.,14/01/03,2.5,Australian Open,1st Round
Vinciguerra A.,16/01/03,1.286,Australian Open,2nd Round
Arthurs W.,24/06/03,1.143,Wimbledon,1st Round
Arthurs W.,13/01/03,1.364,Australian Open,1st Round
Arthurs W.,20/01/04,1.57,Australian Open,1st Round
Arthurs W.,21/06/05,1.12,Wimbledon,1st Round
Arthurs W.,26/06/07,1.4,Wimbledon,1st Round
Arthurs W.,28/06/07,3.4,Wimbledon,2nd Round
Arthurs W.,15/01/07,3,Australian Open,1st Round
Arthurs W.,17/01/07,2,Australian Open,2nd Round
Baccanello P.,23/06/03,2,Wimbledon,1st Round
Childs L.,23/06/03,2.75,Wimbledon,1st Round
Draper S.,24/06/03,1.533,Wimbledon,1st Round
Draper S.,13/01/03,1.667,Australian Open,1st Round
Elseneer G.,24/06/03,NA,Wimbledon,1st Round
Elseneer G.,21/06/04,1.571,Wimbledon,1st Round
Elseneer G.,25/05/04,4.333,French Open,1st Round
Elseneer G.,21/06/05,1.28,Wimbledon,1st Round
Escude N.,24/06/03,1.286,Wimbledon,1st Round
Escude N.,13/01/03,1.083,Australian Open,1st Round
Escude N.,15/01/03,1.25,Australian Open,2nd Round
Escude N.,24/05/04,1.727,French Open,1st Round
Escude N.,26/05/04,2.5,French Open,2nd Round
Escude N.,28/05/04,2.2,French Open,3rd Round
Escude N.,19/01/04,1.167,Australian Open,1st Round
