Loser,Date,B365L,Tournament,Round
Kubler J.,14/01/2019,1.8,Australian Open,1st Round
Matosevic M.,19/01/10,4,Australian Open,1st Round
Matosevic M.,30/08/11,2.5,US Open,1st Round
Matosevic M.,21/06/11,1.61,Wimbledon,1st Round
Matosevic M.,18/01/11,3.5,Australian Open,1st Round
Matosevic M.,28/08/12,10,US Open,1st Round
Matosevic M.,25/06/12,3.5,Wimbledon,1st Round
Matosevic M.,17/01/12,15,Australian Open,1st Round
Matosevic M.,26/08/13,2.25,US Open,1st Round
Matosevic M.,24/06/13,1.66,Wimbledon,1st Round
Matosevic M.,26/05/13,26,French Open,1st Round
Matosevic M.,15/01/13,5.5,Australian Open,1st Round
Matosevic M.,27/08/14,21,US Open,1st Round
Matosevic M.,25/06/14,1.66,Wimbledon,2nd Round
Matosevic M.,29/05/14,13,French Open,2nd Round
Matosevic M.,14/01/14,4,Australian Open,1st Round
Matosevic M.,29/06/15,1.44,Wimbledon,1st Round
Matosevic M.,25/05/15,7,French Open,1st Round
Matosevic M.,21/01/15,15,Australian Open,2nd Round
Sergeyev I.,21/01/10,12,Australian Open,2nd Round
Sorensen L.,20/01/10,6,Australian Open,2nd Round
Sorensen L.,31/08/11,NA,US Open,1st Round
Veic A.,20/01/10,10,Australian Open,2nd Round
Veic A.,28/05/11,21,French Open,3rd Round
Bachinger M.,30/08/11,2.25,US Open,1st Round
Bachinger M.,20/06/11,7.5,Wimbledon,1st Round
Bachinger M.,28/08/12,4.5,US Open,1st Round
Bachinger M.,26/06/12,2.1,Wimbledon,1st Round
Bachinger M.,17/01/12,1.66,Australian Open,1st Round
Bachinger M.,29/08/14,9,US Open,2nd Round
Bachinger M.,24/05/15,2.62,French Open,1st Round
Bachinger M.,22/01/15,1.72,Australian Open,2nd Round
Bachinger M.,16/01/18,15,Australian Open,1st Round
Bubka S.,1/9/2011,19,US Open,2nd Round
Dasnieres de Veigy J.,29/08/11,3.25,US Open,1st Round
Dasnieres de Veigy J.,27/05/12,5.5,French Open,1st Round
Dutra Da Silva R.,2/9/2011,5.5,US Open,2nd Round
Farah R.,30/08/11,2.37,US Open,1st Round
Gensse A.,29/08/11,11,US Open,1st Round
Gensse A.,22/05/11,9,French Open,1st Round
Ito T.,31/08/11,9,US Open,1st Round
Ito T.,27/08/12,1.72,US Open,1st Round
Ito T.,27/06/12,3,Wimbledon,1st Round
Ito T.,29/05/12,23,French Open,1st Round
Ito T.,19/01/12,2.37,Australian Open,2nd Round
Ito T.,16/01/13,8,Australian Open,2nd Round
Ito T.,29/08/14,5,US Open,2nd Round
Ito T.,24/06/14,2.62,Wimbledon,1st Round
Ito T.,25/05/15,15,French Open,1st Round
Ito T.,19/01/15,3.25,Australian Open,1st Round
Ito T.,19/01/16,3.4,Australian Open,1st Round
Ito T.,14/01/2019,3.2,Australian Open,1st Round
Jaziri M.,1/9/2011,23,US Open,2nd Round
Jaziri M.,28/08/12,4.33,US Open,1st Round
Jaziri M.,28/06/12,10,Wimbledon,2nd Round
Jaziri M.,1/6/2012,3.75,French Open,2nd Round
Jaziri M.,24/06/14,8,Wimbledon,1st Round
Jaziri M.,1/9/2015,7,US Open,1st Round
Jaziri M.,30/06/15,1.72,Wimbledon,1st Round
Jaziri M.,25/05/15,3.4,French Open,1st Round
Jaziri M.,23/01/15,5,Australian Open,3rd Round
Jaziri M.,30/08/16,1.4,US Open,1st Round
Jaziri M.,27/06/16,5,Wimbledon,1st Round
Jaziri M.,26/05/16,11,French Open,2nd Round
Jaziri M.,19/01/16,3.5,Australian Open,1st Round
Jaziri M.,31/08/17,3,US Open,2nd Round
Jaziri M.,3/7/2017,8,Wimbledon,1st Round
Jaziri M.,30/05/17,6,French Open,1st Round
Jaziri M.,20/01/17,1.8,Australian Open,3rd Round
Jaziri M.,28/08/2018,6,US Open,1st Round
Jaziri M.,2/7/2018,2.62,Wimbledon,1st Round
Jaziri M.,31/05/18,4.5,French Open,2nd Round
Jaziri M.,17/01/18,6,Australian Open,2nd Round
Jaziri M.,1/7/2019,5.5,Wimbledon,1st Round
Jaziri M.,26/05/2019,2,French Open,1st Round
Jaziri M.,15/01/2019,2.75,Australian Open,1st Round
Johnson S.,31/08/11,9,US Open,1st Round
Johnson S.,2/9/2012,7,US Open,3rd Round
Johnson S.,27/08/13,1.53,US Open,1st Round
Johnson S.,25/06/13,1.53,Wimbledon,1st Round
Johnson S.,27/05/13,5,French Open,1st Round
Johnson S.,14/01/13,5.5,Australian Open,1st Round
Johnson S.,27/08/14,1.22,US Open,1st Round
Johnson S.,23/06/14,3,Wimbledon,1st Round
Johnson S.,29/05/14,2,French Open,2nd Round
Johnson S.,13/01/14,1.61,Australian Open,1st Round
Johnson S.,31/08/15,1.36,US Open,1st Round
Johnson S.,1/7/2015,5,Wimbledon,2nd Round
Johnson S.,29/05/15,8,French Open,3rd Round
Johnson S.,24/01/15,8,Australian Open,3rd Round
Johnson S.,2/9/2016,3.25,US Open,2nd Round
Johnson S.,4/7/2016,5.5,Wimbledon,4th Round
Johnson S.,23/05/16,3.4,French Open,1st Round
Johnson S.,23/01/16,4.33,Australian Open,3rd Round
Johnson S.,31/08/17,2,US Open,2nd Round
Johnson S.,7/7/2017,5.5,Wimbledon,3rd Round
Johnson S.,2/6/2017,7,French Open,3rd Round
Johnson S.,18/01/17,4,Australian Open,2nd Round
Johnson S.,29/08/2018,2.37,US Open,2nd Round
Johnson S.,2/7/2018,1.44,Wimbledon,1st Round
Johnson S.,2/6/2018,4.5,French Open,3rd Round
Johnson S.,16/01/18,1.28,Australian Open,1st Round
Johnson S.,28/08/2019,3,US Open,1st Round
Johnson S.,6/7/2019,4.5,Wimbledon,3rd Round
Johnson S.,28/05/2019,4.33,French Open,1st Round
Johnson S.,14/01/2019,2,Australian Open,1st Round
Niland C.,30/08/11,34,US Open,1st Round
Niland C.,21/06/11,3.5,Wimbledon,1st Round
Pospisil V.,2/9/2011,3.75,US Open,2nd Round
Pospisil V.,26/06/12,3.4,Wimbledon,1st Round
Pospisil V.,27/05/12,5.5,French Open,1st Round
Pospisil V.,27/08/13,1.11,US Open,1st Round
Pospisil V.,26/06/13,6.5,Wimbledon,2nd Round
Pospisil V.,29/05/13,2.62,French Open,1st Round
Pospisil V.,25/08/14,1.22,US Open,1st Round
Pospisil V.,23/06/14,1.83,Wimbledon,1st Round
Pospisil V.,26/05/14,3,French Open,1st Round
Pospisil V.,16/01/14,6,Australian Open,3rd Round
Pospisil V.,31/08/15,1.16,US Open,1st Round
Pospisil V.,8/7/2015,15,Wimbledon,Quarterfinals
Pospisil V.,26/05/15,4,French Open,1st Round
Pospisil V.,24/01/15,2.25,Australian Open,3rd Round
Pospisil V.,31/08/16,3.75,US Open,2nd Round
Pospisil V.,28/06/16,1.33,Wimbledon,1st Round
Pospisil V.,24/05/16,9,French Open,1st Round
Pospisil V.,18/01/16,2.75,Australian Open,1st Round
Pospisil V.,30/08/17,3.5,US Open,1st Round
Pospisil V.,4/7/2017,2.75,Wimbledon,1st Round
Pospisil V.,30/08/2018,19,US Open,2nd Round
Pospisil V.,3/7/2018,2.3,Wimbledon,1st Round
Pospisil V.,29/05/18,5,French Open,1st Round
Pospisil V.,15/01/18,6,Australian Open,1st Round
Pospisil V.,29/08/2019,2.37,US Open,2nd Round
Pospisil V.,1/7/2019,10,Wimbledon,1st Round
Ramos A.,29/08/11,6,US Open,1st Round
Ramos A.,26/05/11,12,French Open,2nd Round
Ramos A.,30/08/12,4.33,US Open,2nd Round
Ramos A.,25/06/12,29,Wimbledon,1st Round
Ramos A.,29/05/12,1.33,French Open,1st Round
Ramos A.,16/01/12,21,Australian Open,1st Round
Ramos A.,26/08/13,3.75,US Open,1st Round
Ramos A.,25/06/13,13,Wimbledon,1st Round
Ramos A.,27/05/13,2.1,French Open,1st Round
Ramos A.,14/01/13,8,Australian Open,1st Round
Ramos A.,25/05/14,3,French Open,1st Round
Ramos A.,13/01/14,1.53,Australian Open,1st Round
Souza J.,31/08/11,2.25,US Open,1st Round
Souza J.,27/05/12,2.37,French Open,1st Round
Souza J.,17/01/12,5.5,Australian Open,1st Round
Souza J.,31/08/15,67,US Open,1st Round
Souza J.,29/06/15,10,Wimbledon,1st Round
Souza J.,26/05/15,3.25,French Open,1st Round
Souza J.,20/01/15,4,Australian Open,1st Round
Bemelmans R.,20/06/11,2.5,Wimbledon,1st Round
Bemelmans R.,27/06/12,10,Wimbledon,2nd Round
Bemelmans R.,14/01/13,1.61,Australian Open,1st Round
Bemelmans R.,5/9/2015,13,US Open,3rd Round
Bemelmans R.,30/06/15,4.33,Wimbledon,1st Round
Bemelmans R.,25/05/15,2.1,French Open,1st Round
Bemelmans R.,19/01/15,4,Australian Open,1st Round
Bemelmans R.,27/06/16,1.9,Wimbledon,1st Round
Bemelmans R.,28/08/17,4.33,US Open,1st Round
Bemelmans R.,7/7/2017,6.5,Wimbledon,3rd Round
Bemelmans R.,28/08/2018,2.2,US Open,1st Round
Bemelmans R.,5/7/2018,4,Wimbledon,2nd Round
Bemelmans R.,31/05/18,2.1,French Open,2nd Round
Bemelmans R.,17/01/18,2.1,Australian Open,2nd Round
Bemelmans R.,1/7/2019,5.5,Wimbledon,1st Round
Cox D.,21/06/11,9,Wimbledon,1st Round
Cox D.,23/06/14,11,Wimbledon,1st Round
De Schepper K.,21/06/11,3.25,Wimbledon,1st Round
De Schepper K.,28/06/12,15,Wimbledon,2nd Round
De Schepper K.,16/01/12,5.5,Australian Open,1st Round
De Schepper K.,26/08/13,2.75,US Open,1st Round
De Schepper K.,1/7/2013,4.5,Wimbledon,4th Round
De Schepper K.,27/05/13,3.5,French Open,1st Round
De Schepper K.,27/08/14,6,US Open,1st Round
De Schepper K.,24/06/14,6.5,Wimbledon,1st Round
De Schepper K.,28/05/14,8,French Open,2nd Round
De Schepper K.,15/01/14,19,Australian Open,2nd Round
De Schepper K.,1/7/2015,10,Wimbledon,2nd Round
De Schepper K.,19/01/15,2.25,Australian Open,1st Round
De Schepper K.,24/05/16,2.1,French Open,1st Round
Pospisil J.,21/06/11,6,Wimbledon,1st Round
Sijsling I.,20/06/11,2.62,Wimbledon,1st Round
Sijsling I.,31/08/12,13,US Open,2nd Round
Sijsling I.,27/05/12,1.9,French Open,1st Round
Sijsling I.,29/08/13,1.53,US Open,1st Round
Sijsling I.,29/06/13,2,Wimbledon,3rd Round
Sijsling I.,29/05/13,3.75,French Open,2nd Round
Sijsling I.,15/01/13,2.87,Australian Open,1st Round
Sijsling I.,26/08/14,1.61,US Open,1st Round
Sijsling I.,24/06/14,3.75,Wimbledon,1st Round
Sijsling I.,27/05/14,17,French Open,1st Round
Sijsling I.,14/01/14,1.53,Australian Open,1st Round
Sijsling I.,30/06/15,5,Wimbledon,1st Round
Sijsling I.,24/05/15,3,French Open,1st Round
Sijsling I.,19/01/15,2.75,Australian Open,1st Round
Sijsling I.,29/06/16,2.1,Wimbledon,1st Round
Sijsling I.,25/05/16,15,French Open,2nd Round
Stebe C.M.,22/06/11,3,Wimbledon,1st Round
Stebe C.M.,31/08/12,1.9,US Open,2nd Round
Stebe C.M.,26/06/12,11,Wimbledon,1st Round
Stebe C.M.,31/05/12,11,French Open,2nd Round
Stebe C.M.,17/01/12,3,Australian Open,1st Round
Stebe C.M.,14/01/13,6,Australian Open,1st Round
Stebe C.M.,31/08/17,2.1,US Open,2nd Round
Stebe C.M.,16/01/18,2.5,Australian Open,1st Round
Stebe C.M.,30/08/2019,7,US Open,2nd Round
Stebe C.M.,1/7/2019,6,Wimbledon,1st Round
Stebe C.M.,28/05/2019,13,French Open,1st Round
Marti J.,23/05/11,3,French Open,1st Round
Millot V.,22/05/11,2.25,French Open,1st Round
Millot V.,18/01/11,9,Australian Open,1st Round
Millot V.,16/01/14,34,Australian Open,2nd Round
Millot V.,30/06/15,3.5,Wimbledon,1st Round
Millot V.,30/08/17,1.53,US Open,1st Round
Schoorel T.,25/05/11,3.5,French Open,2nd Round
Teixeira M.,25/05/11,21,French Open,2nd Round
Teixeira M.,29/05/13,3.25,French Open,1st Round
Crugnola M.,17/01/11,12,Australian Open,1st Round
Andreozzi G.,27/08/12,13,US Open,1st Round
Andreozzi G.,29/08/16,13,US Open,1st Round
Andreozzi G.,27/08/2018,3,US Open,1st Round
Andreozzi G.,3/7/2018,2.1,Wimbledon,1st Round
Andreozzi G.,30/05/18,2,French Open,2nd Round
Andreozzi G.,2/7/2019,3.4,Wimbledon,1st Round
Andreozzi G.,27/05/2019,4.5,French Open,1st Round
Andreozzi G.,14/01/2019,3,Australian Open,1st Round
Authom M.,27/08/12,2.25,US Open,1st Round
Authom M.,14/01/13,1.61,Australian Open,1st Round
Dutra Silva R.,31/08/12,67,US Open,2nd Round
Dutra Silva R.,28/05/12,8,French Open,1st Round
Dutra Silva R.,30/08/13,41,US Open,2nd Round
Dutra Silva R.,24/06/13,8,Wimbledon,1st Round
Dutra Silva R.,27/05/13,10,French Open,1st Round
Dutra Silva R.,29/08/16,21,US Open,1st Round
Dutra Silva R.,27/06/16,6,Wimbledon,1st Round
Dutra Silva R.,23/05/16,6,French Open,1st Round
Dutra Silva R.,28/08/17,2.62,US Open,1st Round
Dutra Silva R.,3/7/2017,5,Wimbledon,1st Round
Dutra Silva R.,31/05/17,11,French Open,2nd Round
Dutra Silva R.,19/01/17,10,Australian Open,2nd Round
Dutra Silva R.,28/05/18,11,French Open,1st Round
Dutra Silva R.,15/01/18,19,Australian Open,1st Round
Goffin D.,28/08/12,6.5,US Open,1st Round
Goffin D.,30/06/12,1.61,Wimbledon,3rd Round
Goffin D.,3/6/2012,26,French Open,4th Round
Goffin D.,28/08/13,2.37,US Open,1st Round
Goffin D.,24/06/13,15,Wimbledon,1st Round
Goffin D.,28/05/13,29,French Open,1st Round
Goffin D.,14/01/13,2.2,Australian Open,1st Round
Goffin D.,1/9/2014,4,US Open,3rd Round
Goffin D.,23/06/14,13,Wimbledon,1st Round
Goffin D.,26/05/14,2.1,French Open,1st Round
Goffin D.,4/9/2015,1.53,US Open,3rd Round
Goffin D.,6/7/2015,4.5,Wimbledon,4th Round
Goffin D.,30/05/15,1.5,French Open,3rd Round
Goffin D.,21/01/15,1.36,Australian Open,2nd Round
Goffin D.,30/08/16,1.14,US Open,1st Round
Goffin D.,4/7/2016,5,Wimbledon,4th Round
Goffin D.,2/6/2016,2.5,French Open,Quarterfinals
Goffin D.,24/01/16,13,Australian Open,4th Round
Goffin D.,4/9/2017,1.44,US Open,4th Round
Goffin D.,2/6/2017,1.1,French Open,3rd Round
Goffin D.,25/01/17,2.37,Australian Open,Quarterfinals
Goffin D.,3/9/2018,2.62,US Open,4th Round
Goffin D.,3/7/2018,1.44,Wimbledon,1st Round
Goffin D.,3/6/2018,1.16,French Open,4th Round
Goffin D.,18/01/18,1.08,Australian Open,2nd Round
Goffin D.,1/9/2019,5,US Open,4th Round
Goffin D.,10/7/2019,8,Wimbledon,Quarterfinals
Goffin D.,31/05/2019,15,French Open,3rd Round
Goffin D.,19/01/2019,2.3,Australian Open,3rd Round
Janowicz J.,28/08/12,1.05,US Open,1st Round
Janowicz J.,29/06/12,2.75,Wimbledon,3rd Round
Janowicz J.,27/08/13,1.05,US Open,1st Round
Janowicz J.,5/7/2013,5,Wimbledon,Semifinals
Janowicz J.,1/6/2013,3.25,French Open,3rd Round
Janowicz J.,18/01/13,3,Australian Open,3rd Round
Janowicz J.,29/08/14,2.2,US Open,2nd Round
Janowicz J.,28/06/14,1.9,Wimbledon,3rd Round
Janowicz J.,30/05/14,4.5,French Open,3rd Round
Janowicz J.,17/01/14,2.5,Australian Open,3rd Round
Janowicz J.,31/08/15,1.44,US Open,1st Round
Janowicz J.,29/06/15,1.1,Wimbledon,1st Round
Janowicz J.,28/05/15,3.4,French Open,2nd Round
Janowicz J.,24/01/15,1.57,Australian Open,3rd Round
Janowicz J.,30/08/16,26,US Open,1st Round
Janowicz J.,19/01/16,4.33,Australian Open,1st Round
Janowicz J.,7/7/2017,1.72,Wimbledon,3rd Round
Janowicz J.,28/05/17,2.1,French Open,1st Round
Janowicz J.,16/01/17,7,Australian Open,1st Round
Kudla D.,27/08/12,5.5,US Open,1st Round
Kudla D.,16/01/12,3,Australian Open,1st Round
Kudla D.,30/08/13,17,US Open,2nd Round
Kudla D.,27/06/13,3,Wimbledon,2nd Round
Kudla D.,26/05/13,2.75,French Open,1st Round
Kudla D.,26/06/14,9,Wimbledon,2nd Round
Kudla D.,13/01/14,3.5,Australian Open,1st Round
Kudla D.,1/9/2015,1.4,US Open,1st Round
Kudla D.,6/7/2015,5.5,Wimbledon,4th Round
Kudla D.,20/01/15,4,Australian Open,1st Round
Kudla D.,30/08/16,1.5,US Open,1st Round
Kudla D.,27/06/16,1.25,Wimbledon,1st Round
Kudla D.,23/05/16,2.25,French Open,1st Round
Kudla D.,20/01/16,3.25,Australian Open,2nd Round
Kudla D.,29/08/2018,9,US Open,2nd Round
Kudla D.,2/7/2018,2.25,Wimbledon,1st Round
Kudla D.,27/05/18,2.75,French Open,1st Round
Kudla D.,18/01/18,10,Australian Open,2nd Round
Kudla D.,31/08/2019,8,US Open,3rd Round
Kudla D.,3/7/2019,26,Wimbledon,2nd Round
Kudla D.,27/05/2019,2.62,French Open,1st Round
Kudla D.,16/01/2019,5,Australian Open,2nd Round
Moriya H.,27/08/12,4,US Open,1st Round
Moriya H.,29/06/15,17,Wimbledon,1st Round
Moriya H.,20/01/15,8,Australian Open,1st Round
Novikov D.,31/08/12,11,US Open,2nd Round
Novikov D.,30/06/16,2.75,Wimbledon,2nd Round
Pella G.,27/08/12,3,US Open,1st Round
Pella G.,27/08/13,7,US Open,1st Round
Pella G.,25/06/13,5,Wimbledon,1st Round
Pella G.,30/05/13,41,French Open,2nd Round
Pella G.,15/01/13,1.72,Australian Open,1st Round
Pella G.,31/08/15,8,US Open,1st Round
Pella G.,31/08/16,2.5,US Open,2nd Round
Pella G.,27/06/16,34,Wimbledon,1st Round
Pella G.,25/05/16,3,French Open,2nd Round
Pella G.,21/01/16,6.5,Australian Open,2nd Round
Pella G.,31/08/17,3.4,US Open,2nd Round
Pella G.,30/05/17,4,French Open,1st Round
Pella G.,17/01/17,8,Australian Open,1st Round
Pella G.,31/08/2018,1.72,US Open,3rd Round
Pella G.,6/7/2018,1.66,Wimbledon,3rd Round
Pella G.,31/05/18,21,French Open,2nd Round
Pella G.,16/01/18,4,Australian Open,1st Round
Pella G.,26/08/2019,1.9,US Open,1st Round
Pella G.,10/7/2019,4.5,Wimbledon,Quarterfinals
Pella G.,29/05/2019,1.28,French Open,2nd Round
Pella G.,15/01/2019,2.1,Australian Open,1st Round
Ungur A.,27/08/12,3.25,US Open,1st Round
Ungur A.,26/06/12,5,Wimbledon,1st Round
Ungur A.,30/05/12,34,French Open,2nd Round
Ungur A.,27/08/13,7,US Open,1st Round
Ungur A.,24/06/13,10,Wimbledon,1st Round
Ungur A.,14/01/13,3.4,Australian Open,1st Round
Ungur A.,22/05/16,1.66,French Open,1st Round
Wang J.,30/08/12,4.33,US Open,2nd Round
Wang J.,25/06/12,7,Wimbledon,1st Round
Wang J.,28/06/13,13,Wimbledon,2nd Round
Wang J.,27/06/14,5.5,Wimbledon,3rd Round
Wang J.,14/01/14,4,Australian Open,1st Round
Wang J.,20/01/15,5,Australian Open,1st Round
Williams R.,28/08/12,9,US Open,1st Round
Williams R.,26/08/13,5.5,US Open,1st Round
Williams R.,27/05/13,2,French Open,1st Round
Williams R.,15/01/13,5.5,Australian Open,1st Round
Williams R.,14/01/14,26,Australian Open,1st Round
Zopp J.,30/08/12,13,US Open,2nd Round
Zopp J.,26/06/12,1.18,Wimbledon,1st Round
Zopp J.,29/05/12,13,French Open,1st Round
Zopp J.,17/01/12,1.44,Australian Open,1st Round
Zopp J.,29/08/13,6,US Open,1st Round
Zopp J.,24/06/13,10,Wimbledon,1st Round
Zopp J.,27/05/13,13,French Open,1st Round
Zopp J.,23/06/14,15,Wimbledon,1st Round
Zopp J.,29/05/14,6,French Open,2nd Round
Zopp J.,2/6/2018,4,French Open,3rd Round
Cervantes I.,27/06/12,15,Wimbledon,2nd Round
Cervantes I.,30/08/16,9,US Open,1st Round
Cervantes I.,28/06/16,10,Wimbledon,1st Round
Cervantes I.,24/05/16,10,French Open,1st Round
Cervantes I.,18/01/16,2.75,Australian Open,1st Round
Golding O.,25/06/12,3,Wimbledon,1st Round
Kuznetsov An.,26/06/12,1.44,Wimbledon,1st Round
Kuznetsov An.,27/05/12,13,French Open,1st Round
Kuznetsov An.,26/08/13,4,US Open,1st Round
Kuznetsov An.,26/06/13,3,Wimbledon,2nd Round
Kuznetsov An.,27/05/13,1.4,French Open,1st Round
Kuznetsov An.,16/01/13,5,Australian Open,2nd Round
Kuznetsov An.,30/08/14,11,US Open,3rd Round
Kuznetsov An.,27/06/14,1.83,Wimbledon,3rd Round
Kuznetsov An.,30/05/15,26,French Open,3rd Round
Kuznetsov An.,22/01/15,26,Australian Open,2nd Round
Kuznetsov An.,3/9/2016,8,US Open,3rd Round
Kuznetsov An.,2/7/2016,5,Wimbledon,3rd Round
Kuznetsov An.,25/05/16,9,French Open,2nd Round
Kuznetsov An.,25/01/16,4,Australian Open,4th Round
Kuznetsov An.,30/08/17,2.37,US Open,1st Round
Kuznetsov An.,3/7/2017,2.75,Wimbledon,1st Round
Kuznetsov An.,30/05/17,5,French Open,1st Round
Kuznetsov An.,16/01/17,8,Australian Open,1st Round
Menendez-Maceiras A.,25/06/12,3,Wimbledon,1st Round
Menendez-Maceiras A.,15/01/13,4.33,Australian Open,1st Round
Menendez-Maceiras A.,31/08/17,10,US Open,2nd Round
Krajinovic F.,27/05/12,1.53,French Open,1st Round
Krajinovic F.,26/08/14,2.1,US Open,1st Round
Krajinovic F.,2/9/2015,5.5,US Open,2nd Round
Krajinovic F.,30/06/15,7,Wimbledon,1st Round
Krajinovic F.,25/05/15,6.5,French Open,1st Round
Krajinovic F.,19/01/15,3.4,Australian Open,1st Round
Krajinovic F.,18/01/16,3,Australian Open,1st Round
Krajinovic F.,28/08/2018,1.66,US Open,1st Round
Krajinovic F.,2/7/2018,2.75,Wimbledon,1st Round
Krajinovic F.,27/08/2019,1.16,US Open,1st Round
Krajinovic F.,2/7/2019,1.66,Wimbledon,1st Round
Krajinovic F.,1/6/2019,5,French Open,3rd Round
Krajinovic F.,19/01/2019,6,Australian Open,3rd Round
Munoz-De La Nava D.,27/05/12,9,French Open,1st Round
Munoz-De La Nava D.,26/05/13,1.66,French Open,1st Round
Munoz-De La Nava D.,14/01/13,9,Australian Open,1st Round
Munoz-De La Nava D.,19/01/16,6,Australian Open,1st Round
Sousa J.,28/05/12,4,French Open,1st Round
Sousa J.,2/9/2013,51,US Open,3rd Round
Sousa J.,29/05/13,3,French Open,2nd Round
Sousa J.,17/01/13,41,Australian Open,2nd Round
Sousa J.,29/08/14,4.33,US Open,2nd Round
Sousa J.,24/06/14,4.5,Wimbledon,1st Round
Sousa J.,26/05/14,51,French Open,1st Round
Sousa J.,13/01/14,1.72,Australian Open,1st Round
Sousa J.,31/08/15,1.9,US Open,1st Round
Sousa J.,29/06/15,9,Wimbledon,1st Round
Sousa J.,28/05/15,21,French Open,2nd Round
Sousa J.,23/01/15,19,Australian Open,3rd Round
Sousa J.,3/9/2016,3.5,US Open,3rd Round
Sousa J.,3/7/2016,3,Wimbledon,3rd Round
Sousa J.,26/05/16,1.61,French Open,2nd Round
Sousa J.,23/01/16,23,Australian Open,3rd Round
Sousa J.,28/08/17,1.5,US Open,1st Round
Sousa J.,3/7/2017,3,Wimbledon,1st Round
Sousa J.,31/05/17,21,French Open,2nd Round
Sousa J.,17/01/17,1.53,Australian Open,1st Round
Sousa J.,3/9/2018,19,US Open,4th Round
Sousa J.,2/7/2018,2.25,Wimbledon,1st Round
Sousa J.,29/05/18,1.8,French Open,1st Round
Sousa J.,17/01/18,8,Australian Open,2nd Round
Sousa J.,27/08/2019,2,US Open,1st Round
Sousa J.,8/7/2019,17,Wimbledon,4th Round
Sousa J.,27/05/2019,2,French Open,1st Round
Sousa J.,19/01/2019,5.5,Australian Open,3rd Round
Bautista R.,17/01/12,1.9,Australian Open,1st Round
Bautista R.,29/08/13,5.5,US Open,2nd Round
Bautista R.,28/06/13,7,Wimbledon,2nd Round
Bautista R.,29/05/13,3.4,French Open,2nd Round
Bautista R.,16/01/13,1.9,Australian Open,2nd Round
Bautista R.,3/9/2014,11,US Open,4th Round
Bautista R.,27/06/14,11,Wimbledon,3rd Round
Bautista R.,30/05/14,3,French Open,3rd Round
Bautista R.,20/01/14,2.5,Australian Open,4th Round
Bautista R.,7/9/2015,26,US Open,4th Round
Bautista R.,6/7/2015,13,Wimbledon,4th Round
Bautista R.,27/05/15,1.18,French Open,2nd Round
Bautista R.,22/01/15,1.44,Australian Open,2nd Round
Bautista R.,24/01/16,4,Australian Open,4th Round
Duckworth J.,19/01/12,15,Australian Open,2nd Round
Duckworth J.,28/08/13,2.87,US Open,1st Round
Duckworth J.,25/06/13,3,Wimbledon,1st Round
Duckworth J.,26/05/13,2.25,French Open,1st Round
Duckworth J.,17/01/13,2.87,Australian Open,2nd Round
Duckworth J.,24/06/14,6.5,Wimbledon,1st Round
Duckworth J.,26/05/14,3.4,French Open,1st Round
Duckworth J.,14/01/14,21,Australian Open,1st Round
Duckworth J.,1/9/2015,3.4,US Open,1st Round
Duckworth J.,2/7/2015,4,Wimbledon,2nd Round
Duckworth J.,26/05/15,1.57,French Open,1st Round
Duckworth J.,21/01/15,9,Australian Open,2nd Round
Duckworth J.,31/08/16,10,US Open,2nd Round
Duckworth J.,19/01/16,2.62,Australian Open,1st Round
Duckworth J.,16/01/17,1.66,Australian Open,1st Round
Duckworth J.,27/08/2018,8,US Open,1st Round
Duckworth J.,3/7/2018,15,Wimbledon,1st Round
Duckworth J.,29/05/18,21,French Open,1st Round
Duckworth J.,14/01/2019,11,Australian Open,1st Round
Gojowczyk P.,16/01/12,2.37,Australian Open,1st Round
Gojowczyk P.,30/08/13,2.25,US Open,2nd Round
Gojowczyk P.,28/08/14,8,US Open,2nd Round
Gojowczyk P.,14/01/14,1.4,Australian Open,1st Round
Gojowczyk P.,20/01/15,1.66,Australian Open,1st Round
Gojowczyk P.,19/01/16,13,Australian Open,1st Round
Gojowczyk P.,5/7/2017,4.5,Wimbledon,2nd Round
Gojowczyk P.,27/08/2018,2,US Open,1st Round
Gojowczyk P.,3/7/2018,6,Wimbledon,1st Round
Gojowczyk P.,28/05/18,1.53,French Open,1st Round
Gojowczyk P.,18/01/18,5,Australian Open,2nd Round
Gojowczyk P.,1/7/2019,11,Wimbledon,1st Round
Gojowczyk P.,27/05/2019,4.33,French Open,1st Round
Gojowczyk P.,14/01/2019,6.5,Australian Open,1st Round
